Name,Type,Level,Race,Attribute,ATK,DEF
Silent Swordsman LV5,Effect Monster,5,Warrior,LIGHT,2300,1000
Zoodiac Boarbow,XYZ Monster,4,Beast-Warrior,EARTH,0,0
Spell Chronicle,Spell Card,,Continuous,,,
Frightfur March,Trap Card,,Counter,,,
Black Ray Lancer,XYZ Monster,3,Beast-Warrior,DARK,2100,600
Scrap Sheen,Spell Card,,Quick-Play,,,
Cactus Fighter,Effect Monster,4,Plant,EARTH,1900,400
Needle Token,Token,,Plant,,,
Covering Fire,Trap Card,,Normal,,,
Worm Zero,Fusion Monster,10,Reptile,LIGHT,0,0
Malefic Parallel Gear,Tuner Monster,2,Machine,DARK,0,0
Hand Destruction,Spell Card,,Quick-Play,,,
"Metaion, the Timelord",Effect Monster,10,Fairy,FIRE,0,0
Koa'ki Meiru Sea Panther,Effect Monster,4,Sea Serpent,WATER,1900,1200
Dinomist Eruption,Trap Card,,Normal,,,
PSY-Framelord Omega,Synchro Monster,8,Psychic,LIGHT,2800,2200
Mystic Swordsman LV4,Effect Monster,4,Warrior,EARTH,1900,1600
Heroic Champion - Kusanagi,XYZ Monster,4,Warrior,EARTH,2500,2400
Turnabout,Trap Card,,Normal,,,
Octoberser,Normal Monster,5,Aqua,WATER,1600,1400
Madolche Puddingcess,Effect Monster,5,Fairy,EARTH,1000,1000
Vylon Material,Spell Card,,Equip,,,
Red-Eyes B. Dragon,Normal Monster,7,Dragon,DARK,2400,2000
Red-Eyes B. Dragon,Normal Monster,7,Dragon,DARK,2400,2000
Red-Eyes B. Dragon,Normal Monster,7,Dragon,DARK,2400,2000
Red-Eyes B. Dragon,Normal Monster,7,Dragon,DARK,2400,2000
Red-Eyes B. Dragon,Normal Monster,7,Dragon,DARK,2400,2000
Re-Fusion,Spell Card,,Equip,,,
DNA Surgery,Trap Card,,Continuous,,,
Punished Eagle,Fusion Monster,6,Winged Beast,WIND,2100,1800
Elemental HERO Terra Firma,Fusion Monster,8,Warrior,EARTH,2500,2000
Dark Mimic LV1,Flip Effect Monster,1,Fiend,DARK,100,1000
Landoise's Luminous Moss,Spell Card,,Normal,,,
Xyz Reception,Spell Card,,Normal,,,
Batteryman Fuel Cell,Effect Monster,6,Thunder,LIGHT,2100,0
Level Tuning,Spell Card,,Normal,,,
El Shaddoll Shekhinaga,Fusion Monster,10,Machine,EARTH,2600,3000
Inferno,Effect Monster,4,Pyro,FIRE,1100,1900
H - Heated Heart,Spell Card,,Normal,,,
Frightfur Sanctuary,Spell Card,,Continuous,,,
Sky Scourge Invicil,Effect Monster,6,Fairy,EARTH,2200,1600
Rekindling,Spell Card,,Normal,,,
Monster Reincarnation,Spell Card,,Normal,,,
Phantom Gryphon,Normal Monster,4,Winged Beast,WIND,2000,0
Overlay Capture,Spell Card,,Normal,,,
Zekt Conversion,Trap Card,,Normal,,,
Junk Destroyer,Synchro Monster,8,Warrior,EARTH,2600,2500
Ra's Disciple,Effect Monster,4,Fairy,LIGHT,1100,600
Stardust Warrior,Synchro Monster,10,Warrior,WIND,3000,2500
Forced Requisition,Trap Card,,Continuous,,,
Pendulum Rising,Spell Card,,Normal,,,
Testudo erat Numen,Effect Monster,1,Aqua,WATER,0,1800
Hecatrice,Effect Monster,4,Fairy,LIGHT,1500,1100
Cross-Sword Beetle,Effect Monster,4,Insect,WIND,1800,1200
Sweet Corn,Effect Monster,2,Plant,EARTH,0,0
Grain Corn Token,Token,,Plant,,,
Spell Power Grasp,Spell Card,,Normal,,,
Clock Tower Prison,Spell Card,,Field,,,
Emissary of the Afterlife,Effect Monster,4,Fiend,DARK,1600,600
Harpie Queen,Effect Monster,4,Winged Beast,WIND,1900,1200
Scramble Egg,Trap Card,,Normal,,,
"Aztekipede, the Worm Warrior",Effect Monster,4,Insect,EARTH,1900,400
Synchro Ejection,Trap Card,,Normal,,,
Cobraman Sakuzy,Effect Monster,3,Reptile,EARTH,800,1400
Legendary Six Samurai - Enishi,Effect Monster,4,Warrior,LIGHT,1700,700
Brotherhood of the Fire Fist - Snake,Effect Monster,4,Beast-Warrior,FIRE,1800,600
Hero Mask,Spell Card,,Normal,,,
Victoria,Effect Monster,4,Fairy,LIGHT,1800,1500
Mermail Abyssbalaen,Effect Monster,7,Aqua,WATER,2500,2000
Dark Burning Magic,Spell Card,,Quick-Play,,,
"Master Pendulum, the Dracoslayer",Pendulum Normal Monster,4,Dragon,LIGHT,1950,0
Scanner,Effect Monster,1,Machine,LIGHT,0,0
Guardian Statue,Effect Monster,4,Rock,EARTH,800,1400
Overlay Booster,Effect Monster,5,Warrior,LIGHT,2000,0
Blazing Mirror Force,Trap Card,,Normal,,,
Bird of Roses,Effect Monster,4,Plant,WIND,1800,1500
Moisture Creature,Effect Monster,9,Fairy,LIGHT,2800,2900
Invoked Mechaba,Fusion Monster,9,Machine,LIGHT,2500,2100
Dark Highlander,Synchro Monster,7,Fiend,DARK,2800,2300
Valkyrion the Magna Warrior,Effect Monster,8,Rock,EARTH,3500,3850
Petit Dragon,Normal Monster,2,Dragon,WIND,600,700
Graydle Split,Trap Card,,Normal,,,
Madolche Chouxvalier,Effect Monster,4,Warrior,EARTH,1700,1300
Ghostrick Alucard,XYZ Monster,3,Zombie,DARK,1800,1600
Total Defense Shogun,Effect Monster,6,Warrior,DARK,1550,2500
Pandemonium Watchbear,Effect Monster,4,Beast,DARK,1300,1800
Enchanting Mermaid,Normal Monster,3,Fish,WATER,1200,900
Amulet Dragon,Fusion Monster,8,Dragon,DARK,2900,2500
Megazowler,Normal Monster,6,Dinosaur,EARTH,1800,2000
Mind Haxorz,Trap Card,,Normal,,,
Release Restraint,Spell Card,,Normal,,,
Dododo Swordsman,Effect Monster,8,Warrior,EARTH,0,3000
PSY-Framegear Alpha,Tuner Monster,1,Psychic,LIGHT,500,0
Elemental HERO Woodsman,Effect Monster,4,Warrior,EARTH,1000,2000
Ritual Beast's Bond,Spell Card,,Quick-Play,,,
Mid Shield Gardna,Effect Monster,4,Warrior,EARTH,100,1800
Blackwing - Sirocco the Dawn,Effect Monster,5,Winged Beast,DARK,2000,900
Master  Expert,Normal Monster,4,Beast,EARTH,1200,1000
Gold Sarcophagus,Spell Card,,Normal,,,
Vicious Claw,Spell Card,,Equip,,,
Evil Token,Token,,Fiend,,,
Six Style - Dual Wield,Trap Card,,Normal,,,
Psychic Blade,Spell Card,,Equip,,,
Cyber Soldier of Darkworld,Normal Monster,4,Machine,DARK,1400,1200
Flint,Spell Card,,Equip,,,
Princess Cologne,XYZ Monster,4,Fairy,LIGHT,500,2200
Faith Bird,Normal Monster,4,Winged Beast,WIND,1500,1100
One-Eyed Skill Gainer,XYZ Monster,4,Warrior,LIGHT,2500,2600
Tricky Spell 4,Spell Card,,Quick-Play,,,
Tricky Token,Token,,Spellcaster,,,
Synchar,Normal Monster,3,Beast,EARTH,800,900
Metal Detector,Trap Card,,Normal,,,
Double Cyclone,Spell Card,,Quick-Play,,,
Snapdragon,Effect Monster,2,Plant,EARTH,300,100
Memory Crush King,Effect Monster,5,Fiend,DARK,2000,0
Grinder Golem,Effect Monster,8,Fiend,DARK,3000,300
Grinder Token,Token,,Fiend,,,
Meklord Army of Skiel,Effect Monster,4,Machine,WIND,1200,1000
Hino-Kagu-Tsuchi,Spirit Monster,8,Pyro,FIRE,2800,2900
Morphtronic Slingen,Effect Monster,4,Machine,WIND,1200,800
Vylon Epsilon,Synchro Monster,8,Fairy,LIGHT,2800,1200
Harpies' Hunting Ground,Spell Card,,Field,,,
Photon Alexandra Queen,XYZ Monster,4,Warrior,LIGHT,2400,1200
Horus the Black Flame Dragon LV4,Effect Monster,4,Dragon,FIRE,1600,1000
Madolche Tea Break,Trap Card,,Counter,,,
Bujintei Susanowo,XYZ Monster,4,Beast-Warrior,LIGHT,2400,1600
LaMoon,Normal Monster,5,Spellcaster,LIGHT,1200,1700
Satellarknight Deneb,Effect Monster,4,Warrior,LIGHT,1500,1000
Vylon Sphere,Tuner Monster,1,Machine,LIGHT,400,400
Archfiend Marmot of Nefariousness,Normal Monster,2,Beast,EARTH,400,600
Trap Hole of Spikes,Trap Card,,Normal,,,
Princess Pikeru,Effect Monster,4,Spellcaster,LIGHT,2000,0
Super Robolady,Fusion Monster,6,Machine,EARTH,1200,500
B.E.S. Big Core MK-2,Effect Monster,6,Machine,FIRE,2400,1100
Deskbot 003,Effect Monster,3,Machine,EARTH,500,500
Witch Doctor of Chaos,Flip Effect Monster,2,Spellcaster,DARK,500,500
Warrior Dai Grepher,Normal Monster,4,Warrior,EARTH,1700,1600
Short Circuit,Spell Card,,Normal,,,
Butterflyoke,Trap Card,,Normal,,,
Lavalval Dragon,Synchro Monster,5,Dragon,FIRE,2000,1100
Bad Luck Blast,Trap Card,,Normal,,,
Doom Dozer,Effect Monster,8,Insect,EARTH,2800,2600
Helpoemer,Effect Monster,5,Fiend,DARK,2000,1400
Dragon Dowser,Effect Monster,4,Wyrm,EARTH,1500,1500
Throwstone Unit,Effect Monster,4,Warrior,EARTH,900,2000
ZW - Unicorn Spear,Effect Monster,4,Beast,LIGHT,1900,0
Cyber Petit Angel,Effect Monster,2,Fairy,LIGHT,300,200
Sparks,Spell Card,,Normal,,,
Revolving Switchyard,Spell Card,,Field,,,
Spell Reclamation,Trap Card,,Normal,,,
Disenchanter,Effect Monster,5,Spellcaster,LIGHT,2000,2300
Hitotsu-Me Giant,Normal Monster,4,Beast-Warrior,EARTH,1200,1000
Darklon,Effect Monster,1,Fiend,DARK,100,100
Golden Flying Fish,Effect Monster,4,Fish,LIGHT,1700,1000
Meda Bat,Normal Monster,2,Fiend,DARK,800,400
Lifeforce Harmonizer,Effect Monster,2,Psychic,WIND,800,400
Dragon Buster Destruction Sword,Tuner Monster,1,Dragon,DARK,400,300
Black Potan,Effect Monster,1,Fiend,DARK,200,100
Advance Zone,Spell Card,,Continuous,,,
Sengenjin,Normal Monster,8,Beast-Warrior,EARTH,2750,2500
Destiny End Dragoon,Fusion Monster,10,Warrior,DARK,3000,3000
Soul Demolition,Trap Card,,Continuous,,,
The Rock Spirit,Effect Monster,4,Rock,EARTH,1700,1000
Mine Golem,Effect Monster,3,Rock,EARTH,1000,1900
Mimir of the Nordic Ascendant,Effect Monster,2,Fairy,DARK,600,0
Crystron Ametrix,Synchro Monster,5,Machine,WATER,2500,1500
Evigishki Merrowgeist,XYZ Monster,4,Aqua,WATER,2100,1600
Trojan Gladiator Beast,Trap Card,,Normal,,,
Assault Counter,Trap Card,,Counter,,,
CXyz Battleship Cherry Blossom,XYZ Monster,4,Plant,EARTH,2400,2000
Gillagillancer,Effect Monster,6,Warrior,EARTH,2200,800
Puny Penguin,Effect Monster,1,Aqua,WATER,400,200
HERO's Bond,Spell Card,,Normal,,,
Disk Magician,Normal Monster,4,Machine,DARK,1350,1000
Volcanic Rocket,Effect Monster,4,Pyro,FIRE,1900,1400
Superheavy Samurai Ninja Sarutobi,Synchro Monster,8,Machine,EARTH,2000,2800
Majesty's Pegasus,Spell Card,,Field,,,
Krokodilus,Normal Monster,4,Reptile,WATER,1100,1200
Xing Zhen Hu,Trap Card,,Continuous,,,
Infinity Dark,Gemini Monster,4,Fiend,DARK,1500,1200
Bottomless Shifting Sand,Trap Card,,Continuous,,,
Poison Fangs,Spell Card,,Continuous,,,
Gimmick Puppet Des Troy,Effect Monster,4,Machine,DARK,1200,2000
Red Wyvern,Synchro Monster,6,Dragon,FIRE,2400,2000
Alien Infiltrator,Effect Monster,2,Reptile,EARTH,800,500
Battlin' Boxer Cheat Commissioner,XYZ Monster,3,Warrior,FIRE,0,1300
Dark Tinker,Tuner Monster,2,Fiend,DARK,1000,1300
Gem-Knight Ruby,Fusion Monster,6,Pyro,EARTH,2500,1300
Kairyu-Shin,Normal Monster,5,Sea Serpent,WATER,1800,1500
TG1-EM1,Trap Card,,Normal,,,
Ally of Justice Nullfier,Effect Monster,4,Machine,DARK,1600,1200
Pendulum Back,Trap Card,,Normal,,,
Worm Ugly,Effect Monster,1,Reptile,LIGHT,100,100
Yamatano Dragon Scroll,Normal Monster,2,Dragon,WIND,900,300
Spell of Pain,Spell Card,,Quick-Play,,,
Tyrant's Tirade,Trap Card,,Continuous,,,
Igknight Reload,Spell Card,,Quick-Play,,,
Pyramid Energy,Spell Card,,Quick-Play,,,
Cyber Gymnast,Effect Monster,4,Warrior,EARTH,800,1800
Chaos Seed,Spell Card,,Normal,,,
Scrap Dragon,Synchro Monster,8,Dragon,EARTH,2800,2000
Patrol Robo,Effect Monster,3,Machine,EARTH,1100,900
Black Magic Ritual,Spell Card,,Ritual,,,
Turtle Oath,Spell Card,,Ritual,,,
Harpie Lady,Normal Monster,4,Winged Beast,WIND,1300,1400
Non Aggression Area,Trap Card,,Normal,,,
Yamata Dragon,Spirit Monster,7,Dragon,FIRE,2600,3100
Morphtronic Lantron,Tuner Monster,1,Machine,LIGHT,200,200
Sea Dragon Lord Gishilnodon,Synchro Monster,5,Sea Serpent,WATER,2300,1800
Dangerous Machine Type-6,Spell Card,,Continuous,,,
Mecha Phantom Beast Turtletracer,Effect Monster,3,Machine,WIND,500,2000
Gem-Knight Crystal,Normal Monster,7,Rock,EARTH,2450,1950
Enraged Battle Ox,Effect Monster,4,Beast-Warrior,EARTH,1700,1000
Blackwing Armed Wing,Synchro Monster,6,Winged Beast,DARK,2300,1000
Don Zaloog,Effect Monster,4,Warrior,DARK,1400,1500
Darknight Parshath,Effect Monster,5,Fairy,DARK,1900,1400
"Twilight Ninja Getsuga, the Shogun",Effect Monster,8,Warrior,DARK,2000,3000
Gagagaguard,Trap Card,,Normal,,,
Cyber Kirin,Effect Monster,3,Machine,LIGHT,300,800
Sonata the Melodious Diva,Effect Monster,3,Fairy,LIGHT,1200,1000
Laser Cannon Armor,Spell Card,,Equip,,,
Superheavy Samurai Swordsman,Effect Monster,3,Machine,EARTH,1000,1800
Power of Kaishin,Spell Card,,Equip,,,
Assault Mercenary,Effect Monster,4,Warrior,EARTH,1800,300
Pyramid Turtle,Effect Monster,4,Zombie,EARTH,1200,1400
Svartalf of the Nordic Alfar,Tuner Monster,5,Spellcaster,DARK,1400,1600
Inaba White Rabbit,Spirit Monster,3,Beast,EARTH,700,500
Clock Resonator,Tuner Monster,3,Fiend,EARTH,1200,600
Galaxy Wave,Spell Card,,Continuous,,,
Dinomist Charge,Spell Card,,Continuous,,,
Manticore of Darkness,Effect Monster,6,Beast-Warrior,FIRE,2300,1000
Magnet Conversion,Trap Card,,Normal,,,
Vanguard of the Dragon,Effect Monster,4,Dragon,EARTH,1700,1300
Zoodiac Thoroughblade,Effect Monster,4,Beast-Warrior,EARTH,1600,0
Blackwing - Harmattan the Dust,Effect Monster,2,Winged Beast,DARK,800,800
Djinn Cursenchanter of Rituals,Effect Monster,4,Fiend,DARK,1700,1000
Berfomet,Effect Monster,5,Fiend,DARK,1400,1800
Morphtronic Forcefield,Trap Card,,Counter,,,
Cyber Angel Benten,Ritual Effect Monster,6,Fairy,LIGHT,1800,1500
Chainsaw Insect,Effect Monster,4,Insect,EARTH,2400,0
XX-Saber Garsem,Effect Monster,4,Beast,EARTH,1400,400
Wind-Up Arsenal Zenmaioh,XYZ Monster,5,Machine,WIND,2600,1900
Synkron Resonator,Tuner Monster,1,Fiend,DARK,100,100
Krystal Dragon,Effect Monster,6,Dragon,LIGHT,2500,1000
Flamvell Grunika,Effect Monster,4,Dragon,FIRE,1700,200
Sasuke Samurai 3,Effect Monster,3,Warrior,LIGHT,1000,1000
Vulcan Dragni the Cubic King,Effect Monster,3,Fairy,FIRE,0,0
B-Buster Drake,Union Effect Monster,4,Machine,LIGHT,1500,1800
Magic Jammer,Trap Card,,Counter,,,
Terrene Toothed Tsuchinoko,Effect Monster,3,Reptile,EARTH,1600,500
Fortress Whale's Oath,Spell Card,,Ritual,,,
Fiend Kraken,Normal Monster,4,Aqua,WATER,1200,1400
The Phantom Knights of Shadow Veil,Trap Card,,Normal,,,
Gale Lizard,Flip Effect Monster,4,Reptile,WATER,1400,700
Black Luster Soldier - Envoy of the Evening Twilight,Effect Monster,8,Warrior,DARK,3000,2500
Sinister Shadow Games,Trap Card,,Normal,,,
Thunder Unicorn,Synchro Monster,5,Beast,LIGHT,2200,1800
Soul of Purity and Light,Effect Monster,6,Fairy,LIGHT,2000,1800
Dark Bribe,Trap Card,,Counter,,,
Evilswarm Heliotrope,Normal Monster,4,Rock,DARK,1950,650
"Raiden, Hand of the Lightsworn",Tuner Monster,4,Warrior,LIGHT,1700,1000
Disturbance Strategy,Trap Card,,Normal,,,
Future Fusion,Spell Card,,Continuous,,,
Acid Crawler,Normal Monster,3,Insect,EARTH,900,700
Masked Clown,Normal Monster,2,Warrior,DARK,500,700
Pseudo Space,Spell Card,,Field,,,
Jinzo,Effect Monster,6,Machine,DARK,2400,1500
Jinzo,Effect Monster,6,Machine,DARK,2400,1500
Psychic Emperor,Effect Monster,6,Psychic,LIGHT,2400,1000
Phantom Dewan,Normal Monster,2,Spellcaster,DARK,700,600
Destiny HERO - Captain Tenacious,Effect Monster,3,Warrior,DARK,800,800
Reverse Trap,Trap Card,,Normal,,,
Cyberdark Edge,Effect Monster,4,Machine,DARK,800,800
Googly-Eyes Drum Dragon,XYZ Monster,8,Machine,EARTH,3000,2500
Pendulum Reborn,Trap Card,,Normal,,,
Trial of Nightmare,Normal Monster,4,Fiend,DARK,1300,900
Evilswarm Coppelia,Effect Monster,6,Machine,DARK,2450,2050
Shien's Scheme,Trap Card,,Normal,,,
Destructive Draw,Trap Card,,Continuous,,,
Meklord Factory,Trap Card,,Normal,,,
Darkfire Soldier 2,Normal Monster,4,Pyro,FIRE,1700,1100
Soul Reversal,Spell Card,,Quick-Play,,,
Deep Sea Diva,Tuner Monster,2,Sea Serpent,WATER,200,400
Gladiator Beast Laquari,Effect Monster,4,Beast-Warrior,FIRE,1800,400
Zoodiac Ratpier,Effect Monster,4,Beast-Warrior,EARTH,0,0
Ironhammer the Giant,Effect Monster,8,Rock,EARTH,900,3500
Scrubbed Raid,Trap Card,,Continuous,,,
Abyss-scorn,Trap Card,,Normal,,,
Chimeratech Fortress Dragon,Fusion Monster,8,Machine,DARK,0,0
Super Soldier Soul,Effect Monster,1,Warrior,EARTH,0,0
D-Boyz,Flip Effect Monster,1,Fiend,DARK,100,1000
Oracle of the Herald,Spell Card,,Ritual,,,
Chain Energy,Spell Card,,Continuous,,,
Ninjitsu Art Notebook,Spell Card,,Continuous,,,
Spiritual Wind Art - Miyabi,Trap Card,,Normal,,,
Ojama Black,Normal Monster,2,Beast,LIGHT,0,1000
Gauntlet Warrior,Effect Monster,3,Warrior,EARTH,400,1600
Rainbow Dark Dragon,Effect Monster,10,Dragon,DARK,4000,0
Black Stego,Effect Monster,4,Dinosaur,EARTH,1200,2000
Graydle Slime Jr.,Tuner Monster,2,Aqua,WATER,0,2000
Assault Mode Activate,Trap Card,,Normal,,,
Magician's Valkyria,Effect Monster,4,Spellcaster,LIGHT,1600,1800
Cyber Harpie Lady,Effect Monster,4,Winged Beast,WIND,1800,1300
Crimson Blader,Synchro Monster,8,Warrior,FIRE,2800,2600
Speedroid Razorang,Effect Monster,4,Machine,WIND,2000,0
Dimension Mirage,Trap Card,,Continuous,,,
Hymn of Light,Spell Card,,Ritual,,,
Kageningen,Normal Monster,2,Warrior,DARK,800,600
Ultimate Offering,Trap Card,,Continuous,,,
Ultimate Offering,Trap Card,,Continuous,,,
Flower Cardian Paulownia,Effect Monster,12,Warrior,DARK,100,100
Spyder Spider,Effect Monster,4,Insect,EARTH,1500,1000
Evolsaur Cerato,Effect Monster,4,Dinosaur,FIRE,1900,1400
Scarlight Red Dragon Archfiend,Synchro Monster,8,Dragon,DARK,3000,2500
Snake Deity's Command,Trap Card,,Counter,,,
Odd-Eyes Meteorburst Dragon,Synchro Monster,7,Dragon,FIRE,2500,2000
Stygian Dirge,Trap Card,,Continuous,,,
Ancient Jar,Normal Monster,1,Rock,EARTH,400,200
Soul Taker,Spell Card,,Normal,,,
Needle Worm,Flip Effect Monster,2,Insect,EARTH,750,600
Gem-Knight Lazuli,Effect Monster,1,Rock,EARTH,600,100
Hiro's Shadow Scout,Flip Effect Monster,2,Fiend,DARK,650,500
Destiny HERO - Dasher,Effect Monster,6,Warrior,DARK,2100,1000
Evoltile Westlo,Flip Effect Monster,3,Reptile,FIRE,700,1900
Swift Birdman Joe,Effect Monster,6,Winged Beast,WIND,2300,1400
Wattpheasant,Effect Monster,4,Thunder,LIGHT,1000,800
Ghostrick Specter,Effect Monster,1,Fiend,DARK,600,0
Fortune Lady Wind,Effect Monster,3,Spellcaster,WIND,0,0
Backfire,Trap Card,,Continuous,,,
Light of Destruction,Trap Card,,Continuous,,,
Grandmaster of the Six Samurai,Effect Monster,5,Warrior,EARTH,2100,800
Scramble!! Scramble!!,Spell Card,,Quick-Play,,,
Numen erat Testudo,Effect Monster,5,Aqua,WATER,1800,0
Parallel Twister,Spell Card,,Normal,,,
Ancient Gear Golem,Effect Monster,8,Machine,EARTH,3000,3000
Hazy Pillar,Spell Card,,Continuous,,,
Elemental HERO Tempest,Fusion Monster,8,Warrior,WIND,2800,2800
Zero Gravity,Trap Card,,Normal,,,
Scrap Goblin,Tuner Monster,3,Beast-Warrior,EARTH,0,500
Lunalight Tiger,Pendulum Effect Monster,3,Beast-Warrior,LIGHT,1200,800
Stim-Pack,Spell Card,,Equip,,,
Two Thousand Needles,Effect Monster,5,Beast,EARTH,2000,1800
Edge Hammer,Trap Card,,Normal,,,
Lycanthrope,Ritual Effect Monster,6,Beast-Warrior,EARTH,2400,1800
"Zefrasaber, Swordmaster of the Nekroz",Pendulum Effect Monster,4,Spellcaster,WATER,1500,800
Attack of the Cornered Rat,Trap Card,,Continuous,,,
Level Conversion Lab,Trap Card,,Normal,,,
Gorgonic Guardian,XYZ Monster,3,Rock,DARK,1600,1200
Wattjustment,Spell Card,,Equip,,,
Armed Samurai - Ben Kei,Effect Monster,4,Warrior,DARK,500,800
Graydle Combat,Trap Card,,Counter,,,
Des Frog,Effect Monster,5,Aqua,WATER,1900,0
Ghostrick Yeti,Effect Monster,3,Zombie,DARK,300,2000
Barrier Statue of the Abyss,Effect Monster,4,Fiend,DARK,1000,1000
Steelswarm Caucastag,Effect Monster,8,Fiend,DARK,2800,0
Cell Explosion Virus,Trap Card,,Normal,,,
Pahunder,Effect Monster,4,Thunder,LIGHT,1300,600
Delg the Dark Monarch,Effect Monster,6,Spellcaster,DARK,2400,1000
Gravity Bind,Trap Card,,Continuous,,,
Worm Gulse,Effect Monster,4,Reptile,LIGHT,1500,300
Darklord Asmodeus,Effect Monster,8,Fairy,DARK,3000,2500
Asmo Token,Token,,Fairy,,,
Deus Token,Token,,Fairy,,,
Reboot,Spell Card,,Normal,,,
Legendary Knight Critias,Effect Monster,8,Warrior,LIGHT,2800,1800
Cure Mermaid,Effect Monster,4,Fish,WATER,1500,800
Tuner's High,Spell Card,,Normal,,,
Ghostrick Night,Trap Card,,Continuous,,,
Xyz Energy,Spell Card,,Normal,,,
Magical Mallet,Spell Card,,Normal,,,
Hero's Rule 2,Trap Card,,Counter,,,
Ally of Justice Thousand Arms,Effect Monster,4,Machine,DARK,1700,0
Chain Ignition,Trap Card,,Continuous,,,
Ancient Gear Howitzer,Fusion Monster,8,Machine,EARTH,1000,1800
Knight's Title,Spell Card,,Normal,,,
Heraldic Beast Amphisbaena,Effect Monster,4,Dragon,WIND,1700,1100
Allure Queen LV3,Effect Monster,3,Spellcaster,DARK,500,500
Lightning Warrior,Synchro Monster,7,Warrior,LIGHT,2400,1200
Caius the Mega Monarch,Effect Monster,8,Fiend,DARK,2800,1000
XX-Saber Ragigura,Effect Monster,1,Beast-Warrior,EARTH,200,1000
"Chirubimé, Princess of Autumn Leaves",Effect Monster,8,Plant,EARTH,1800,2800
Shining Abyss,Normal Monster,4,Fairy,LIGHT,1600,1800
Oh F!sh!,Trap Card,,Counter,,,
Dice Roll Battle,Trap Card,,Normal,,,
Unbreakable Spirit,Trap Card,,Normal,,,
Medium of the Ice Barrier,Effect Monster,7,Spellcaster,WATER,2200,1600
Card of Sacrifice,Trap Card,,Normal,,,
Chronomaly Golden Jet,Effect Monster,4,Machine,LIGHT,1300,1400
Turret Warrior,Effect Monster,5,Warrior,EARTH,1200,2000
Bashing Shield,Spell Card,,Equip,,,
Spellbook of Wisdom,Spell Card,,Quick-Play,,,
Sorcerer of Dark Magic,Effect Monster,9,Spellcaster,DARK,3200,2800
Nightmare Scorpion,Normal Monster,3,Insect,EARTH,900,800
Dark End Dragon,Synchro Monster,8,Dragon,DARK,2600,2100
Worm Apocalypse,Flip Effect Monster,1,Reptile,LIGHT,300,200
Black Salvo,Tuner Monster,3,Machine,DARK,100,1100
Nimble Angler,Effect Monster,2,Fish,WATER,600,100
The Earth - Hex-Sealed Fusion,Effect Monster,3,Rock,EARTH,1000,1600
Nobledragon Magician,Pendulum Tuner Effect Monster,3,Spellcaster,FIRE,700,1400
Bujingi Centipede,Effect Monster,4,Beast,LIGHT,1700,500
Melomelody the Brass Djinn,XYZ Monster,3,Fiend,LIGHT,1400,1600
Laval Burner,Effect Monster,5,Pyro,FIRE,2100,1000
Pitch-Black Warwolf,Effect Monster,4,Beast-Warrior,DARK,1600,600
Killer Needle,Normal Monster,4,Insect,WIND,1200,1000
Great Dezard,Effect Monster,6,Spellcaster,DARK,1900,2300
